NetworkScore,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited,region_East,region_North,region_South,region_West,gender_Female,gender_Male,gender_Other
0.5152,0.9423,0.4,0.7132,1,0,0,0.227,0,0,1,0,0,0,0,1
0.0404,0.8462,0.45,0.9438,0,0,1,0.0408,0,0,1,0,0,0,1,0
0.4444,0.9423,0.85,0.8242,0.3333,0,0,0.3648,1,0,0,0,1,1,0,0
0.5859,0.5769,0.6,0.2137,1,1,1,0.7938,1,0,0,0,1,0,0,1
0.4444,0.6154,0.6,0.5602,0,0,0,0.8697,1,1,0,0,0,0,0,1
0.5152,0.5769,0.7,0.9263,0,1,1,0.0804,0,0,1,0,0,0,0,1
0.2525,0.0577,0.9,0.3038,1,0,0,0.6147,1,0,0,1,0,0,0,1
0.9697,0.5769,0.3,0.3581,0.3333,0,0,0.6729,0,0,0,0,1,0,1,0
0.5152,0.7115,0.35,0.9148,0.6667,0,1,0.6783,0,1,0,0,0,0,1,0
0.1515,0.0192,0.3,0.0926,1,0,0,0.4982,1,0,1,0,0,0,1,0
0.0808,0.3462,0.65,0.5322,0.3333,1,0,0.7908,0,0,0,0,1,0,0,1
0.6566,0.2308,0.5,0.9696,0.6667,0,1,0.2882,0,0,0,1,0,0,1,0
0.8788,0.6154,0.75,0.3236,0.6667,1,1,0.0204,0,0,0,0,1,0,0,1
1,0.1154,0.5,0.0542,1,1,0,0.2542,0,0,1,0,0,1,0,0
0.0404,0.5,0.2,0.7645,0.3333,0,0,0.5363,0,1,0,0,0,0,0,1
0.0303,0.2308,0.7,0.4751,0.6667,0,1,0.7468,1,0,0,1,0,0,1,0
0.9495,0.1346,0.55,0.6195,0,0,0,0.2624,1,0,1,0,0,1,0,0
0.7778,0.7308,0.65,0.3397,0.3333,0,0,0.0182,0,0,1,0,0,0,1,0
0.1111,0.5962,0.15,0.8134,1,1,0,0.4899,1,0,0,1,0,0,1,0
0.5758,0.3846,0.05,0.9876,0.6667,1,1,0.9662,0,0,0,1,0,0,0,1
0.7475,0.5962,0.5,0.2047,0.3333,1,1,0.1803,0,0,1,0,0,0,1,0
0.0101,0.2115,0.6,0.1022,0.3333,0,1,0.129,1,0,1,0,0,0,1,0
0.4242,0.2308,0.05,0.0177,1,0,0,0.9157,1,0,1,0,0,1,0,0
0.1515,0.8654,0.9,0.7216,0.6667,1,1,0.3436,0,0,1,0,0,0,0,1
0.1717,0.6538,1,0.3654,1,0,1,0.4982,1,0,1,0,0,1,0,0
0.798,0.9615,0.6,0.3949,1,1,1,0.1938,0,0,1,0,0,0,0,1
0.3838,0,0.55,0.482,1,0,0,0.3506,1,1,0,0,0,0,0,1
0.9192,0.5,0.85,0.8089,1,0,0,0.4982,1,1,0,0,0,0,1,0
0.7273,0.6731,0.95,0.8531,1,0,1,0.3968,1,0,0,0,1,1,0,0
0.5152,0.5962,1,0.0189,0.6667,1,0,0.104,1,0,0,0,1,1,0,0
0.6162,0.8462,0.4,0.9903,0,1,0,0.1178,0,0,1,0,0,0,0,1
0.0707,0.2692,0.55,0.1184,0,0,0,0.4982,1,0,0,1,0,0,1,0
0.3737,0.7308,0.2,0.0188,1,1,1,0.7318,1,0,0,1,0,0,0,1
0.7475,0.3077,0.8,0.6687,1,1,1,0.2257,1,0,0,0,1,0,0,1
0.5051,0.8269,0.95,0.622,0.6667,0,1,0.9887,0,0,1,0,0,0,0,1
0.5354,0.8077,0.45,0.9745,0,1,0,0.5362,1,1,0,0,0,1,0,0
0.1313,0.4423,0.8,0.8009,0.3333,1,0,0.7806,0,0,0,1,0,1,0,0
1,0.9231,0.25,0.7973,0.6667,1,0,0.6446,1,0,1,0,0,1,0,0
0.5758,0.7308,0.85,0.4219,0,1,0,0.255,0,0,1,0,0,1,0,0
0.1919,0.5962,0.05,0.9062,0,0,0,0.8789,0,1,0,0,0,0,0,1
0,0.6538,0.95,0.5563,0.3333,0,0,0.1136,1,1,0,0,0,1,0,0
0.3535,0.7692,0.05,0.7101,1,0,0,0.9172,0,1,0,0,0,0,1,0
0.3939,0.0192,0.25,0.3661,0,0,1,0.2165,1,1,0,0,0,0,1,0
0.3232,0.3654,0.4,0.8498,0.3333,0,0,0.8463,1,1,0,0,0,0,1,0
0.0101,0.0577,0.6,0.5638,0,0,1,0.3608,1,0,0,0,1,1,0,0
0.9091,0.5385,0.05,0.7128,0,0,1,0.5581,0,0,0,0,1,0,0,1
0.1313,0.7115,0.35,0.9396,0,0,1,0.3975,1,0,0,1,0,1,0,0
0.3838,0.8462,0.95,0.6449,0.6667,1,1,0.4964,0,0,0,0,1,1,0,0
0.5051,0.5,0,0.7457,0,0,1,0.4982,0,0,0,0,1,0,0,1
0.5455,0.7115,0.7,0.0226,0,0,1,0.2691,0,0,0,1,0,0,1,0
0.8889,0.1731,0.25,0.4884,0.6667,1,1,0.4982,0,0,1,0,0,0,1,0
0.4646,0.5769,0.35,0.8357,1,0,1,0.4496,1,0,0,0,1,1,0,0
0.3232,0.1923,0.3,0.4033,0,0,1,0.8048,0,0,1,0,0,0,0,1
0.3737,0.9808,0.25,0.6001,1,0,1,0.3106,0,0,0,1,0,0,0,1
0.1515,0.6923,0.35,0.0182,0.6667,1,0,0.3768,0,1,0,0,0,0,1,0
0.5354,0.8654,1,0.4393,1,0,1,0.7117,1,0,1,0,0,1,0,0
0.5152,0.6538,0.45,0.4157,0.3333,1,1,0.345,0,0,1,0,0,0,0,1
0.8687,0.1731,0.9,0.6972,0.6667,1,0,0.72,1,0,0,0,1,1,0,0
0.3333,0.8654,0.35,0.4448,0.3333,1,1,0.2601,1,0,0,0,1,1,0,0
0.1616,0.25,0.35,0.2506,0,0,0,0.3864,0,0,0,0,1,1,0,0
0.9899,0.5577,0.8,0.8397,0.3333,1,1,0.3647,0,1,0,0,0,0,0,1
0.6768,0.25,0.2,0.5505,0.6667,0,0,0.3254,1,0,1,0,0,0,0,1
0.9899,0.4423,0.9,0.9015,0.6667,1,1,0.7792,0,1,0,0,0,0,0,1
0.7879,0.3846,0.85,0.2747,1,1,0,0.5622,0,0,0,1,0,0,0,1
0.8687,0.0385,0.3,0.7234,1,0,1,0.9491,0,0,0,0,1,0,0,1
0.3333,0.3846,0.25,0.7535,1,0,0,0.7753,0,0,0,1,0,0,0,1
0.2222,0.9615,0.05,0.1446,0,0,0,0.6555,0,0,0,0,1,0,0,1
0.2222,0.2885,0.25,0.3784,1,1,1,0.5814,1,1,0,0,0,1,0,0
0.5455,0.2885,0.85,0.5864,0.3333,0,0,0.6413,1,0,0,0,1,0,0,1
0.6162,0.3269,0.35,0.9006,1,1,0,0.5031,1,0,0,0,1,0,1,0
0.7071,0.25,0.5,0.4078,0.3333,1,1,0.4068,1,0,0,1,0,0,0,1
0.5657,0.75,0.15,0.5784,0,1,1,0.3784,0,0,1,0,0,1,0,0
0.101,0.0577,0.9,0.9794,0,1,0,0.1807,1,0,0,0,1,0,0,1
0.6667,0.3077,0.5,0.5026,1,1,1,0.5466,0,1,0,0,0,0,0,1
0.5152,0.4808,0.15,0.8278,0,1,1,0.3545,1,0,0,1,0,0,0,1
1,0,0.05,0.552,1,1,1,1,0,0,1,0,0,0,1,0
0.3737,0.1154,0.9,0.4254,0.6667,1,0,0.6179,1,1,0,0,0,0,0,1
0.9495,0.9615,0.55,0.4311,0.3333,1,0,0.955,0,0,0,0,1,1,0,0
0.4242,0.6923,0.05,0.5478,0.6667,0,1,0.9621,0,1,0,0,0,0,0,1
0.0101,0.5,0.5,0.7618,0,1,0,0.1911,1,0,0,1,0,0,0,1
0.1111,0.7115,0.8,0.748,0.6667,0,0,0.3511,1,0,1,0,0,1,0,0
0.3535,0.7115,0.9,0.4186,0,0,1,0.9153,0,0,0,1,0,1,0,0
0.899,0.1154,0.55,0.0986,0,0,1,0.2227,0,0,0,1,0,0,0,1
0.0505,0.9808,0.65,0.1735,1,0,1,0.8477,0,0,0,0,1,1,0,0
0.2828,0.4423,0.7,0.2339,0.3333,1,1,0.9155,1,0,0,1,0,1,0,0
0.2323,0.4231,0.7,0.9899,0.6667,0,0,0.2107,0,0,1,0,0,0,0,1
0.5152,0.6346,0.65,0.6935,0,1,0,0.3123,1,0,0,0,1,1,0,0
0.7879,0.5385,0.4,0.3081,0,0,0,0.1725,0,0,0,1,0,1,0,0
0.8182,0.2885,0.45,0.9994,0,1,0,0.6775,1,1,0,0,0,0,1,0
0.4747,0.1538,0.9,0.6813,0.3333,0,0,0.2922,1,0,1,0,0,0,1,0
0.8586,0.5,0.45,0.6529,0.6667,0,1,0.5468,0,1,0,0,0,0,0,1
0.2626,0.4038,1,0.2974,1,1,0,0.5854,0,0,0,1,0,0,1,0
0.8081,0.6538,0,0.4866,0.6667,1,1,0.798,0,0,0,1,0,1,0,0
0.0909,1,0.45,0.4068,0.6667,0,0,0.576,0,0,0,0,1,1,0,0
0.4848,0.5577,0.5,0.5149,1,0,1,0.91,0,0,1,0,0,0,1,0
0.6667,0.5385,0.6,0.2839,0.6667,0,1,0.5592,0,1,0,0,0,0,1,0
0.0404,0.0577,0.05,0.8049,1,1,1,0.7866,1,0,0,1,0,0,0,1
0.4848,0.75,0.65,0.8588,1,0,0,0.987,1,1,0,0,0,0,1,0
0.9394,0.8077,0.6,0.6076,0.3333,1,0,0.7866,0,1,0,0,0,0,0,1
0.3838,0.9423,0.45,0.3532,0,1,1,0.6849,0,1,0,0,0,0,0,1
0.0303,0,0.15,0.9022,0.6667,1,0,0.5701,1,1,0,0,0,0,1,0
0.0909,0.1923,0.2,0.5515,0.3333,1,1,0.2373,1,0,0,0,1,0,0,1
0.5455,0.0577,0.2,0.5928,0.3333,1,0,0.6894,1,0,1,0,0,1,0,0
0.2727,0.5,0.95,0.4736,1,1,1,0.1739,0,0,0,0,1,0,1,0
0.8485,0.0385,0.4,0.8211,0,1,1,0.7281,0,0,0,0,1,0,1,0
0.7879,0.25,0.05,0.8372,0,0,1,0.0779,1,0,1,0,0,1,0,0
0.1212,0.1346,1,0.8818,0,0,0,0.9425,1,1,0,0,0,1,0,0
0.798,0.1538,0.75,0.969,0.3333,1,1,0.2558,1,0,0,0,1,1,0,0
0.303,0.7885,0,0.235,0.3333,0,0,0.4982,0,0,0,1,0,0,0,1
0.8687,0.9423,0.45,0.4024,0.3333,0,0,0.8802,0,1,0,0,0,0,0,1
0.1717,0.2308,0.8,0.3477,1,1,0,0.3481,1,0,0,1,0,0,1,0
0.596,0.6923,0.95,0.589,0.3333,0,0,0.5861,1,0,0,1,0,1,0,0
0.8384,0.0962,0.15,0.1119,0.6667,1,1,0.8994,0,0,0,0,1,0,0,1
0.5152,0.8462,0.8,0.0172,0.3333,0,1,0.2418,0,0,0,0,1,0,0,1
0.0404,0.6538,1,0.9175,0.3333,1,1,0.5521,1,0,0,0,1,0,0,1
0.2424,0.4615,0,0.0944,1,1,1,0.9846,1,1,0,0,0,0,1,0
0.5152,0.6731,0.95,0.6562,0.3333,1,0,0.5999,1,1,0,0,0,0,1,0
0.4848,0.8846,0.25,0.8961,0.6667,0,0,0.4982,0,0,1,0,0,0,0,1
0.1212,0.8654,0.2,0.8948,0.3333,0,1,0.6731,0,0,0,0,1,0,0,1
0.6667,0.3077,0.9,0.2709,1,0,0,0.8238,0,0,0,1,0,0,1,0
0.9798,0.8269,0.55,0.3424,0,0,1,0.1758,0,0,0,0,1,0,0,1
0.9192,0.5385,0.7,0.0357,0.3333,0,1,0.1324,0,0,0,0,1,0,1,0
0.0303,0.9423,0.9,0.1867,0,0,0,0.1936,0,0,0,1,0,0,0,1
0.2424,0.1731,0.85,0.8713,0.3333,0,0,0.6077,1,0,0,1,0,0,1,0
0.9293,0.0769,0.25,0.7425,0.6667,1,1,0.0699,1,0,0,1,0,0,1,0
0.5253,0.7115,0.6,0.1451,1,0,1,0.644,0,0,0,1,0,0,0,1
0.6768,0.7308,0.55,0.8976,0.3333,0,1,0.5064,0,1,0,0,0,0,0,1
0.899,0.3654,0.65,0.7151,0.3333,1,1,0.7151,0,0,0,1,0,0,1,0
0.0909,0.4808,0.8,0.1438,0,0,1,0.9276,0,0,1,0,0,0,0,1
0.9798,0.6731,0.95,0.634,0.6667,0,0,0.9802,0,0,0,1,0,0,0,1
0.7273,1,0.1,0.5706,0.3333,0,1,0.4313,0,0,0,0,1,0,0,1
0.6465,0.7692,0.3,0.6873,0.3333,1,1,0.3016,0,0,1,0,0,0,0,1
0.9798,0.9423,0.55,0.7718,1,0,1,0.9668,0,0,0,1,0,0,1,0
0.7778,0.9808,0.45,0.4214,0.3333,0,1,0.8413,0,1,0,0,0,1,0,0
0.5758,0.6346,0.1,0.4651,0.3333,1,1,0.4982,0,0,0,1,0,0,1,0
0.4444,0.5,0.85,0.8262,0.3333,0,1,0.0083,0,1,0,0,0,0,0,1
0.2222,0.1154,0.8,0.3285,0.3333,0,0,0.9416,1,0,1,0,0,1,0,0
0.303,0.2308,0,0.4654,0.6667,0,0,0.7367,1,0,1,0,0,0,0,1
0.4949,0.0962,0.65,0.1333,1,1,1,0.6532,1,0,0,1,0,0,0,1
0.8687,0.0192,0.5,0.9951,0,1,0,0.2675,1,0,0,1,0,1,0,0
0.303,0.1923,0.35,0.7161,0,0,1,0.8912,1,1,0,0,0,0,0,1
0.9798,0.0577,0.2,0.394,0.3333,1,0,0.3553,1,0,0,1,0,0,1,0
0.3333,0.4808,0.75,0.175,0.3333,1,0,0.5727,0,0,1,0,0,0,0,1
0.303,0.8077,0.4,0.4309,0.6667,0,1,0.2934,0,0,1,0,0,0,0,1
0.9899,0.0962,0.3,0.4794,1,1,0,0.181,1,0,0,1,0,1,0,0
0.6061,0.6346,0.55,0.3312,0,0,0,0.2392,0,0,0,0,1,0,0,1
0.7475,0.3462,0.9,0.0923,0.6667,1,1,0.2798,0,0,0,1,0,0,0,1
0.303,0.6538,0.7,0.8763,1,0,1,0.7874,0,1,0,0,0,0,0,1
0.1515,0.3077,0,0.7418,0,1,1,0.2016,0,0,0,1,0,0,1,0
0.3737,0.0577,0.75,0.8977,0,1,1,0.8613,0,1,0,0,0,0,0,1
0.9091,0.4231,0.85,0.3779,0.6667,0,0,0.1972,0,0,1,0,0,0,1,0
0.8182,0.2692,0.7,0.8901,0.6667,1,1,0.5969,0,0,0,1,0,0,1,0
0.8081,0.25,0.4,0.8598,1,0,0,0.7169,1,1,0,0,0,0,0,1
0.5657,0.9423,0.55,0.3826,0.3333,1,0,0.2617,0,0,1,0,0,1,0,0
0.6162,0.0385,0.6,0.6763,0,1,1,0.4326,1,0,0,0,1,0,1,0
0.2323,0.4615,0.85,0.4982,0,0,0,0.4819,1,0,1,0,0,1,0,0
0.5556,0.8077,0.6,0.2016,1,0,0,0.4481,0,1,0,0,0,0,1,0
0.6869,0.7308,0.55,0.1702,1,1,0,0.4982,0,0,0,0,1,0,1,0
0.9899,0.7692,0.6,0.1805,0,1,0,0.842,0,0,1,0,0,0,1,0
1,0.6731,0.7,0.8971,0.3333,1,1,0.8408,0,1,0,0,0,0,0,1
0.1313,0.3846,0.4,0.6954,0.3333,1,0,0.4132,1,1,0,0,0,1,0,0
0.7374,0.5,0.1,0.0909,0.6667,1,1,0.6351,0,1,0,0,0,1,0,0
0.4444,0.1923,0.6,0.1328,1,1,0,0.0989,1,0,0,1,0,1,0,0
0.4545,0.0962,0.6,0.3348,1,0,0,0.0499,0,1,0,0,0,0,1,0
0.8889,0.3654,0.4,0.588,0.6667,1,1,0.3403,0,1,0,0,0,0,1,0
0.0606,0.0385,0.15,0.1321,0,1,0,0.8593,1,0,0,0,1,0,1,0
0.8889,0.8462,1,0.3118,0.3333,1,1,0.2141,0,0,0,1,0,0,1,0
0.7879,0.9231,0.7,0.8003,0.3333,0,1,0.8811,1,0,1,0,0,1,0,0
0.7576,0.7308,0.1,0.5955,0.3333,0,1,0.5164,1,0,0,0,1,1,0,0
0.0707,0.7308,0.85,0.7668,0.6667,0,1,0.2247,0,0,0,0,1,0,1,0
0.5051,0.2115,0.7,0.1105,0,1,0,0.3024,1,0,0,1,0,1,0,0
0.3535,0.5962,0.05,0.3359,0.6667,1,0,0.245,0,0,1,0,0,0,1,0
0.9798,0.1538,0.45,0.9499,1,0,0,0.5374,1,1,0,0,0,1,0,0
0.9596,0.0769,0.95,0.1565,0,0,1,0.7121,1,0,0,1,0,0,1,0
0.6162,0.8462,0.15,0.9148,0.6667,1,1,0.8715,0,0,0,0,1,0,0,1
0.8687,0.2692,0.1,0.3859,0.6667,1,0,0.1256,1,0,0,0,1,0,0,1
0.9293,0.4038,0.5,0.511,0.6667,0,1,0.0473,0,1,0,0,0,0,1,0
0.6364,0.1731,0,0.485,1,1,0,0.9283,0,0,0,1,0,0,0,1
0.7475,0.6538,0.6,0.7636,0.6667,1,0,0.3732,1,0,0,1,0,0,0,1
0.5859,0.5,0.25,0.2496,1,0,0,0.0731,0,0,0,0,1,0,1,0
0.2323,1,0.65,0.5747,0,1,1,0.7903,1,0,1,0,0,0,1,0
0.5152,0.5,0.9,0.0724,0.3333,1,0,0.3516,1,1,0,0,0,1,0,0
0.7273,0.5,0.75,0.9117,0.6667,1,0,0.9121,1,1,0,0,0,1,0,0
0.8687,0.7308,0.05,0.6025,1,0,1,0.8421,0,0,0,1,0,0,0,1
0.5152,0.2115,0.5,0.2079,0,0,1,0.6079,1,0,1,0,0,0,0,1
0.7576,0.5,0.25,0.5182,0.3333,0,0,0.6097,1,0,0,1,0,0,1,0
0.7677,0.25,0.15,0.6097,0.3333,0,1,0.0273,0,0,1,0,0,0,1,0
0.3838,0.1154,0.75,0.2332,0.6667,0,1,0.0799,1,0,0,0,1,1,0,0
0.8081,0.75,1,0.9952,0.6667,1,0,0.6269,1,0,0,1,0,0,0,1
0.2525,0.7692,0.4,0.9409,1,1,1,0.0597,0,1,0,0,0,1,0,0
0.4343,0.6923,0.3,0.1095,0.6667,0,1,0.672,1,0,0,0,1,1,0,0
0.5152,0.5,1,0.1358,1,1,1,0.8223,1,0,0,1,0,1,0,0
0.8182,0.7308,0.2,0.3471,0.3333,0,0,0.7905,0,0,0,1,0,0,1,0
0.6061,0.6538,0.6,0.348,0,0,1,0.6341,0,1,0,0,0,0,1,0
0.697,0.3654,0.8,0.6052,0.3333,0,0,0.6406,1,1,0,0,0,0,0,1
0.3939,0.3462,0,0.7919,0.3333,0,0,0.656,1,1,0,0,0,1,0,0
0.5152,0.8269,0.35,0.8957,0.6667,0,0,0.3684,1,1,0,0,0,1,0,0
0,0.1538,0.6,0.0109,0,0,0,0.3225,1,0,0,1,0,1,0,0
0.4343,0.5385,0.3,0.7758,0.6667,1,1,0.5546,0,1,0,0,0,0,1,0
0.899,0.9423,0.25,0.0397,0.6667,1,0,0.0643,1,1,0,0,0,1,0,0
0.5152,0.4038,0.6,0.1003,0,1,1,0.1074,1,0,0,0,1,1,0,0
0.202,0.25,0.8,0.7528,1,0,1,0.5739,1,0,1,0,0,0,0,1
0.7778,0.7115,0.95,0.2863,0.3333,1,0,0.3191,1,0,0,1,0,1,0,0
0.9798,0.8654,0.15,0.7654,0.6667,1,0,0.8026,0,0,1,0,0,0,1,0
0.3333,0.7692,0.3,0.6667,0.3333,1,1,0.4982,0,0,0,1,0,0,1,0
0.4343,0.1923,0.2,0.2141,0.3333,0,1,0.4053,0,0,0,0,1,0,0,1
0.9899,0.3654,0.45,0.2914,0,0,1,0.6623,0,0,0,0,1,0,1,0
0.8384,0.2115,0.25,0.9525,0.6667,0,0,0.616,1,1,0,0,0,0,0,1
0.5152,0.9808,0.4,0.9085,1,1,1,0.636,1,0,0,0,1,1,0,0
0.1313,0.1538,0.25,0.0506,0,1,0,0.2006,1,1,0,0,0,0,0,1
0.303,0.3846,0.3,0.8517,0.3333,0,1,0.7368,0,0,0,1,0,0,1,0
0.1616,0.6923,0.5,0.6892,0.6667,1,1,0.0253,0,0,1,0,0,0,0,1
0.9798,0.1538,0.6,0.518,0.3333,1,0,0.2934,1,0,0,1,0,0,1,0
0.3333,0.1154,0.15,0.3305,0,0,0,0.8545,0,0,1,0,0,1,0,0
0.5354,0.3846,0.9,0.0944,0,0,0,0.4919,1,0,0,1,0,1,0,0
0.7778,0.4231,0.85,0.2857,0.3333,1,1,0.122,0,0,1,0,0,0,0,1
0.0505,0.5,0.35,0.7903,0,0,1,0.4982,0,0,0,1,0,1,0,0
0.8788,0.1731,0.75,0.4134,0.6667,1,0,0.1099,0,0,1,0,0,0,1,0
0.9394,0.8077,0.85,0.1693,0.6667,0,1,0.7954,0,0,0,1,0,0,1,0
0.3333,0.5,0.6,0.3502,0,0,1,0.0797,1,0,0,0,1,1,0,0
0.697,0.6731,1,0.2615,0,0,0,0.9286,0,1,0,0,0,0,1,0
0.4646,0.9423,0.3,0.8687,0.6667,0,1,0.6508,0,0,1,0,0,1,0,0
0.798,0.1538,0.3,0.0941,0,0,0,0.2031,1,0,0,1,0,1,0,0
0.1919,0.4231,0.4,0.9459,0.3333,1,0,0.1911,0,0,0,0,1,0,0,1
0.7374,0.1731,0.3,0.3854,0,0,0,0.3656,0,0,0,0,1,0,0,1
0.2424,0.6346,0.6,0.2156,0.6667,1,0,0.7891,0,0,1,0,0,0,0,1
0.2727,0.3846,0.4,0.8397,1,0,0,0.2813,1,0,1,0,0,1,0,0
0.0202,0.2308,0.4,0.4455,0,0,1,0.5806,0,0,0,0,1,0,1,0
0.1515,0.8077,0.15,0.7795,0,1,1,0.3181,1,0,1,0,0,1,0,0
0.7879,0.2308,0.45,0.2017,0.6667,1,1,0.8369,1,0,0,1,0,0,1,0
0.8182,0.7692,0.5,0.9086,0.6667,0,0,0.5495,0,0,0,0,1,1,0,0
0.6869,0.0385,0.7,0.2485,0.3333,0,0,0.5242,0,0,1,0,0,0,0,1
0.6061,0.1923,0.5,0.5338,0.6667,1,0,0.0961,0,0,0,0,1,0,1,0
0.3535,0.7308,0.95,0.677,0.3333,1,1,0.9684,0,0,0,0,1,1,0,0
0.9697,0.7115,0.4,0.1785,1,0,0,0.8705,1,0,0,1,0,1,0,0
0.2626,0.2692,0.05,0.6897,0,1,1,0.2372,0,1,0,0,0,0,1,0
0.9192,0.0577,0.5,0.4889,0.6667,1,1,0.5776,1,0,1,0,0,0,0,1
1,0.5192,0.65,0.0236,1,0,0,0.8188,0,1,0,0,0,0,0,1
0.2424,0.6731,1,0.1812,0.3333,1,0,0.5169,0,1,0,0,0,0,0,1
0.5859,0.5385,0.4,0.8603,1,0,1,0.4982,0,1,0,0,0,1,0,0
0.5758,0.5,0.15,0.1156,0,0,0,0.7053,0,0,0,0,1,0,1,0
0.5152,0.7308,0.1,0.2366,0,0,0,0.3022,0,0,0,0,1,0,0,1
0.7172,0.7692,0.85,0.6438,0,1,0,0.9994,0,0,0,0,1,0,1,0
0.798,0.5192,0.2,0.8662,0.3333,1,1,0.4392,0,0,0,1,0,0,0,1
0.9293,0.3077,0.2,0.8309,1,1,1,0.7987,1,0,1,0,0,1,0,0
0.9596,0.6346,0.15,0.4357,1,1,1,0.1082,0,1,0,0,0,0,0,1
0.1818,0.3846,0.2,0.7425,0.3333,1,1,0.4471,1,0,0,1,0,0,0,1
0.4545,0.5,0.25,0.7447,1,0,0,0.5565,0,0,1,0,0,0,1,0
0.4848,0.9808,0,0.0265,0.6667,1,0,0.6652,0,0,0,0,1,0,0,1
0.3333,0.5,1,0.7809,0.3333,0,0,0.2712,1,0,0,1,0,1,0,0
0.7475,0.75,0.05,0.7018,0,1,0,0.28,1,1,0,0,0,0,0,1
0.7879,0.0962,0.95,0.4966,0,1,0,0.3099,1,0,0,0,1,0,1,0
0.5556,0.2692,0.35,0.0756,0,1,1,0.3494,0,1,0,0,0,0,1,0
0.2222,0.3846,0.1,0.3357,0,1,0,0.9501,0,0,1,0,0,0,1,0
0.0707,0.3269,0.15,0.0044,0,0,1,0.4982,1,0,0,0,1,1,0,0
0.5657,0.8846,0.5,0.5217,0,0,0,0.4933,1,0,0,0,1,1,0,0
0.0909,0.8462,0.25,0.053,0,1,0,0.8929,0,0,0,1,0,0,0,1
0.9899,0.6923,0.4,0.385,0.6667,0,0,0.1715,0,0,1,0,0,0,1,0
0.4747,0.4423,0.55,0.396,0.6667,1,1,0.0321,1,1,0,0,0,1,0,0
0.3636,0.75,0.6,0.3242,0,0,0,0.4039,0,0,1,0,0,1,0,0
0.6061,0.7885,0.8,0.922,1,0,1,0.6593,0,0,1,0,0,1,0,0
0.0505,0.4615,0.65,0.2936,1,0,1,0.3118,0,0,0,1,0,0,1,0
0.8687,0.5,0.85,0.9281,1,1,1,0.4865,0,0,0,1,0,1,0,0
0.2525,0.9423,0.3,0.2562,0.3333,1,0,0.1737,0,0,0,0,1,0,1,0
0.9596,0.8269,0.35,0.3661,0.3333,1,1,0.7144,0,0,0,1,0,1,0,0
0.8182,0.0192,0.55,0.2071,1,1,1,0.1818,0,0,1,0,0,0,1,0
0.2222,0.75,1,0.7601,0.6667,0,0,0.94,1,0,1,0,0,0,1,0
0.2727,0.8654,0.2,0.544,0.6667,0,1,0.7841,0,1,0,0,0,0,1,0
0.9596,0.0962,0.75,0.813,0.6667,0,0,0.5324,1,1,0,0,0,0,0,1
0.6566,0.7115,0.7,0.7356,0,0,1,0.4113,0,0,0,0,1,0,0,1
0.7879,0.1154,0.05,0.1858,0,1,0,0.2108,1,0,0,1,0,1,0,0
0.6364,0.5,0.15,0.2505,1,1,0,0.5854,0,0,1,0,0,0,1,0
0.0707,0.2692,0.05,0.8256,0,1,1,0.0916,1,0,0,0,1,1,0,0
0.1414,0.8846,0.75,0.0713,0.6667,0,1,0.9507,0,1,0,0,0,1,0,0
0.2929,0.2115,0.7,0.0497,0.6667,0,1,0.9986,1,0,0,0,1,0,1,0
0.0909,0.5,0.4,0.2313,0.6667,0,1,0.2282,0,0,0,0,1,1,0,0
0.1818,0.3846,0.25,0.9901,1,1,0,0.439,1,0,0,1,0,1,0,0
0.6869,0.7692,0.45,0.858,1,0,1,0.3913,0,0,1,0,0,0,1,0
0.899,0.8269,0.9,0.5325,0.6667,1,0,0.3753,1,0,0,0,1,0,1,0
0.7172,0.0385,0.85,0.0524,0,0,0,0.3998,0,0,0,1,0,0,0,1
0.9697,0.6346,0.05,0.7137,1,1,0,0.2438,0,1,0,0,0,0,1,0
0.0505,0.2115,0.15,0.795,0.3333,0,0,0.528,1,1,0,0,0,0,1,0
0.5859,0.7885,0.05,0.6794,0.3333,1,1,0.6188,0,0,0,1,0,0,0,1
0.7879,0.9231,0.1,0.9903,0.3333,0,0,0.0413,0,0,0,1,0,0,1,0
0.9495,0.8846,0.1,0.6699,0.6667,1,0,0.6893,1,1,0,0,0,1,0,0
0.5354,0.4038,0.9,0.0915,0.3333,0,1,0.6805,0,0,0,0,1,0,0,1
0.1212,0.7308,0.05,0.9289,0.3333,1,1,0.4982,1,0,1,0,0,1,0,0
0.1919,0.75,0.7,0.9947,0,0,0,0.1098,1,0,0,1,0,0,0,1
0.6364,0.8462,0.3,0.1691,0,0,1,0.9273,1,0,1,0,0,1,0,0
0.5152,0.0577,1,0.9891,0.6667,0,1,0.4484,1,0,0,1,0,0,0,1
0.5253,0.1923,0.35,0.4981,1,1,1,0.3802,1,0,1,0,0,0,0,1
0.303,0.6346,0.3,0.2276,0.6667,1,0,0.5544,0,0,0,1,0,0,1,0
0.8283,0.4615,0.15,0.5101,1,0,0,0.7561,0,1,0,0,0,0,1,0
0.9394,0.5577,0.95,0.7405,0.3333,1,0,0.9222,1,0,0,0,1,0,0,1
0.2323,0.4423,0.1,0.158,0,1,0,0.1574,1,0,0,0,1,1,0,0
0.2828,0.6923,0.65,0.3815,0.3333,1,0,0.8266,1,0,0,0,1,1,0,0
